url_name,English,Chinese
pyrana_prime_barrel,Pyrana Prime Barrel,食人鱼 Prime 枪管
pyrana_prime_blueprint,Pyrana Prime Blueprint,食人鱼 Prime 蓝图
pyrana_prime_receiver,Pyrana Prime Receiver,食人鱼 Prime 枪机
pyrana_prime_set,Pyrana Prime Set,食人鱼 Prime 一套
pyroclastic_flow,Pyroclastic Flow,火成碎流
quaking_hand,Quaking Hand,震动之拳
quanta_vandal,Quanta Vandal,量子切割器·破坏者
quasar_drill,Quasar Drill,类星钻体
quassus_prime_blade,Quassus Prime Blade,威震武扇 Prime 刀刃
quassus_prime_blueprint,Quassus Prime Blueprint,威震武扇 Prime 蓝图
quassus_prime_handle,Quassus Prime Handle,威震武扇 Prime 握柄
quassus_prime_set,Quassus Prime Set,威震武扇 Prime 一套
quellor_blueprint,Quellor Blueprint,压制者 蓝图
quick_charge,Quick Charge,护盾速充
quick_correct,Quick Correct,快速修正
quick_escape,Quick Escape,迅逃夭
quick_reload,Quick Reload,快速装填
quick_return,Quick Return,快速收回
quick_thinking,Quick Thinking,随机应变
quickdraw,Quickdraw,持续火力
quickening,Quickening,加速
quicklock,Quicklock,快速锁定
radian_sentirum,Radian Sentirum,弧度心智晶核
radiant_finish,Radiant Finish,终结闪光
radiant_zodian,Radiant Zodian,发光的黄道宝石
radiated_reload,Radiated Reload,辐能装填
radon_claws,Radon Claws,辐能利爪
rage,Rage,狂暴化
raider_matrix,Raider Matrix,劫袭矩阵
raiju_core_blueprint,Raiju Core Blueprint,莱胡核心 蓝图
rail_guards,Rail Guards,护轨器
raksa_kubrow_imprint,Raksa Kubrow Imprint,防护型库狛 基因印记
rakta_ballistica,Rakta Ballistica,绯红·布里斯提卡
rakta_cernos,Rakta Cernos,绯红·西诺斯
rakta_dark_dagger,Rakta Dark Dagger,绯红·暗黑匕首
range_advantage,Range Advantage,优势距离
rapid_resilience,Rapid Resilience,极速复元
rathbone_handle,Rathbone Handle,拉斯波恩 握柄
rathbone_head,Rathbone Head,拉斯波恩 锤头
rathbone_set,Rathbone Set,拉斯波恩 一套
rauta_barrel,Rauta Barrel,锐铁 枪管
rauta_receiver,Rauta Receiver,锐铁 枪机
rauta_set,Rauta Set,锐铁 一套
rauta_stock,Rauta Stock,锐铁 枪托
ravage,Ravage,破灭
razor_mortar,Razor Mortar,刀锋迫击
razor_munitions,Razor Munitions,剃刀弹药
razor_shot,Razor Shot,剃刀射击
razorwing_blitz,Razorwing Blitz,刀翼闪击
reach,Reach,剑风
reactive_storm,Reactive Storm,响应风暴
ready_steel,Ready Steel,磨砺锋刃
reaper_prime_blade,Reaper Prime Blade,收割者 Prime 刀刃
reaper_prime_blueprint,Reaper Prime Blueprint,收割者 Prime 蓝图
reaper_prime_handle,Reaper Prime Handle,收割者 Prime 握柄
reaper_prime_set,Reaper Prime Set,收割者 Prime 一套
reaping_chakram,Reaping Chakram,割魂火圈
reaping_spiral,Reaping Spiral,收割螺旋
reawaken,Reawaken,再启动
rebound,Rebound,弹跳
recaster,Recaster,续播机
recharge_barrier,Recharge Barrier,充能电幕
reconifex_barrel,Reconifex Barrel,侦察者 枪管
reconifex_receiver,Reconifex Receiver,侦察者 枪机
reconifex_set,Reconifex Set,侦察者 一套
reconifex_stock,Reconifex Stock,侦察者 枪托
recover,Recover,痊愈
recrystalize,Recrystalize,多重结晶
recuperate,Recuperate,复元
red_veil_arm_insignia,Red Veil Arm Insignia,血色面纱臂章
red_veil_armor_set,Red Veil Armor Set,Red Veil Armor Set
red_veil_augment_mod,Red Veil Augment Mod,血色面纱强化Mod
red_veil_chest_piece,Red Veil Chest Piece,血色面纱胸甲
red_veil_engineering_emote,Red Veil Engineering Emote,血色面纱工程表情动作
red_veil_knee_guards,Red Veil Knee Guards,血色面纱护膝
red_veil_piloting_emote,Red Veil Piloting Emote,血色面纱操纵表情动作
red_veil_temple_simulacrum,Red Veil Temple Simulacrum,血色面纱神庙幻影装置
redeemer_prime_blade,Redeemer Prime Blade,救赎者 Prime 刀刃
redeemer_prime_blueprint,Redeemer Prime Blueprint,救赎者 Prime 蓝图
redeemer_prime_handle,Redeemer Prime Handle,救赎者 Prime 握柄
redeemer_prime_set,Redeemer Prime Set,救赎者 Prime 一套
redirection,Redirection,蓄能重划
reflect,Reflect,反射
reflection,Reflection,充能反弹
reflex_coil,Reflex Coil,增幅线圈
reflex_denial,Reflex Denial,反射否认
reflex_draw,Reflex Draw,反射拔枪
reflex_guard,Reflex Guard,反射防御
regen,Regen,重生
regenerative_molt,Regenerative Molt,蜕化再生
reinforced_bond,Reinforced Bond,强固连结
reinforcing_stomp,Reinforcing Stomp,践踏加固
rejuvenation,Rejuvenation,返老还童
relentless_assault,Relentless Assault,残酷打击
relentless_combination,Relentless Combination,残酷组合
rending_crane,Rending Crane,撕裂鹤击
rending_strike,Rending Strike,撕裂打击
rending_turn,Rending Turn,撕裂翻转
rending_wind,Rending Wind,撕裂之风
repair_dispensary,Repair Dispensary,修复支援
repair_kit,Repair Kit,修补套件
repeater_clip,Repeater Clip,转轮弹匣
repelling_bastille,Repelling Bastille,驱逐力场
repo_audit,Repo Audit,回购审计
requiem_i_relic,Requiem I Relic,安魂 I 遗物
requiem_ii_relic,Requiem II Relic,安魂 II 遗物
requiem_iii_relic,Requiem III Relic,安魂 III 遗物
requiem_iv_relic,Requiem IV Relic,安魂 IV 遗物
residual_boils,Residual Boils,残差·燃沸
residual_malodor,Residual Malodor,残差·恶嗅
residual_shock,Residual Shock,残差·电击
residual_viremia,Residual Viremia,残差·毒血
resolute_focus,Resolute Focus,坚决专注
resonance,Resonance,残响共鸣
resonating_quake,Resonating Quake,震地共鸣
resourceful_retriever,Resourceful Retriever,富足寻回者
restorative_bond,Restorative Bond,恢复连结
retribution,Retribution,惩戒
retrieve,Retrieve,嗅索取物
revealing_spores,Revealing Spores,显形孢子
revenant_prime_blueprint,Revenant Prime Blueprint,Revenant Prime 蓝图
revenant_prime_chassis_blueprint,Revenant Prime Chassis Blueprint,Revenant Prime 机体 蓝图
revenant_prime_neuroptics_blueprint,Revenant Prime Neuroptics Blueprint,Revenant Prime 头部神经光元 蓝图
revenant_prime_set,Revenant Prime Set,Revenant Prime 一套
revenant_prime_systems_blueprint,Revenant Prime Systems Blueprint,Revenant Prime 系统 蓝图
revenge,Revenge,复仇
revo_reducer,Revo Reducer,节流降耗
rhino_prime_blueprint,Rhino Prime Blueprint,Rhino Prime 蓝图
rhino_prime_chassis_blueprint,Rhino Prime Chassis Blueprint,Rhino Prime 机体 蓝图
rhino_prime_neuroptics_blueprint,Rhino Prime Neuroptics Blueprint,Rhino Prime 头部神经光元 蓝图
rhino_prime_set,Rhino Prime Set,Rhino Prime 一套
rhino_prime_systems_blueprint,Rhino Prime Systems Blueprint,Rhino Prime 系统 蓝图
rifle_ammo_mutation,Rifle Ammo Mutation,步枪弹药转换
rifle_amp,Rifle Amp,步枪增幅
rifle_aptitude,Rifle Aptitude,步枪才能
rifle_elementalist,Rifle Elementalist,步枪元素师
rifle_riven_mod_(veiled),Rifle Riven Mod (Veiled),步枪裂罅 Mod （尚未揭开）
rifle_scavenger,Rifle Scavenger,步枪弹药搜集者
rift_haven,Rift Haven,裂隙避难所
rift_strike,Rift Strike,裂缝打击
rift_torrent,Rift Torrent,裂隙洪流
rime_rounds,Rime Rounds,白霜弹头
rime_vault,Rime Vault,盖霜跳马
riot_848_barrel,Riot-848 Barrel Blueprint,暴乱-848 枪管 蓝图
riot_848_receiver,Riot-848 Receiver Blueprint,暴乱-848 枪机 蓝图
riot_848_set,Riot-848 Set,暴乱-848 一套
riot_848_stock,Riot-848 Stock Blueprint,暴乱-848 枪托 蓝图
ripload,Ripload,撕裂装填
ripper_rounds,Ripper Rounds,撕裂弹头
ris,Ris,Ris
ris_invocation,Ris Invocation,Ris 神祈
rising_skill,Rising Skill,飞升技巧
rising_steel,Rising Steel,崛起之刃
rising_storm,Rising Storm,风起云涌
rolling_guard,Rolling Guard,翻滚防护
rousing_plunder,Rousing Plunder,振奋劫掠
rubble_heap,Rubble Heap,碎石堆叠
rubedo_lined_barrel,Rubedo-Lined Barrel,红晶枪管
rubico_prime_barrel,Rubico Prime Barrel,绝路 Prime 枪管
rubico_prime_blueprint,Rubico Prime Blueprint,绝路 Prime 蓝图
rubico_prime_receiver,Rubico Prime Receiver,绝路 Prime 枪机
rubico_prime_set,Rubico Prime Set,绝路 Prime 一套
rubico_prime_stock,Rubico Prime Stock,绝路 Prime 枪托
ruinous_extension,Ruinous Extension,毁灭扩展
rumbled,Rumbled,轰隆石者
runtime,Runtime,溜之大吉
rupture,Rupture,破裂
rush,Rush,冲刺
sabot_rounds,Sabot Rounds,覆壳弹药
sacrifice,Sacrifice,牺牲
safeguard,Safeguard,火绫守护
safeguard_switch,Safeguard Switch,护卫传送
sahasa_kubrow_imprint,Sahasa Kubrow Imprint,突击型库狛 基因印记
sancti_castanas,Sancti Castanas,圣洁·雷爆信镖
sancti_magistar,Sancti Magistar,圣洁·执法者
sancti_tigris,Sancti Tigris,圣洁·猛虎
sanctuary,Sanctuary,守护光罩
sanctuary_conduit_scene,Sanctuary Conduit Scene,圣殿通道场景
sanctum_anatomica_scene,Sanctum Anatomica Scene,解剖圣所场景
sanctum_simulacrum,Sanctum Simulacrum,圣所幻影装置
sands_of_inaros,Sands Of Inaros,Inaros 之沙
sapcaddy,Sapcaddy,液集者
sapping_reach,Sapping Reach,蚀能磁触
sarofang_blade,Sarofang Blade,沙罗之牙 刀刃
sarofang_handle,Sarofang Handle,沙罗之牙 握柄
sarofang_set,Sarofang Set,沙罗之牙 一套
saryn_prime_blueprint,Saryn Prime Blueprint,Saryn Prime 蓝图
saryn_prime_chassis_blueprint,Saryn Prime Chassis Blueprint,Saryn Prime 机体 蓝图
saryn_prime_neuroptics_blueprint,Saryn Prime Neuroptics Blueprint,Saryn Prime 头部神经光元 蓝图
saryn_prime_set,Saryn Prime Set,Saryn Prime 一套
saryn_prime_systems_blueprint,Saryn Prime Systems Blueprint,Saryn Prime 系统 蓝图
saturn_six_scene,Saturn Six Scene,土星六号场景
savage_silence,Savage Silence,残酷无息
savagery,Savagery,野蛮压制
savior_decoy,Savior Decoy,救星诱饵
sawtooth_clip,Sawtooth Clip,锯齿弹链
saxum_carapace,Saxum Carapace,重岩者 壳甲
saxum_spittle,Saxum Spittle,重岩者 唾液
saxum_thorax,Saxum Thorax,重岩者 胸腔
scan_lifeforms,Scan Aquatic Lifeforms,扫描水生生命体
scan_matter,Scan Matter,扫描物质
scarlet_hurricane,Scarlet Hurricane,深红飓风
scattered_justice,Scattered Justice,散射正义
scattering_inferno,Scattering Inferno,炼狱轰击
scavenge,Scavenge,搜集
scimitar_avionics_blueprint,Scimitar Avionics Blueprint,Scimitar 飞航系统 蓝图
scimitar_engines_blueprint,Scimitar Engines Blueprint,Scimitar 引擎 蓝图
scimitar_fuselage_blueprint,Scimitar Fuselage Blueprint,Scimitar 机身 蓝图
scimitar_set,Scimitar Set,Scimitar 一套
scindo_prime_blade,Scindo Prime Blade,分裂斩斧 Prime 刀刃
scindo_prime_blueprint,Scindo Prime Blueprint,分裂斩斧 Prime 蓝图
scindo_prime_handle,Scindo Prime Handle,分裂斩斧 Prime 握柄
scindo_prime_set,Scindo Prime Set,分裂斩斧 Prime 一套
scorch,Scorch,灼痕焦点
scourge_prime_barrel,Scourge Prime Barrel,祸根 Prime 枪管
scourge_prime_blade,Scourge Prime Blade,祸根 Prime 刀刃
scourge_prime_blueprint,Scourge Prime Blueprint,祸根 Prime 蓝图
scourge_prime_handle,Scourge Prime Handle,祸根 Prime 握柄
scourge_prime_set,Scourge Prime Set,祸根 Prime 一套
scourging_warheads,Scourging Warheads,苦痛弹头
scrubber,Scrubber,洗涤者
searing_leap,Searing Leap,灼热跳跃
searing_steel,Searing Steel,炽燃钢铁
secondary_deadhead,Secondary Deadhead,次要·死首
secondary_dexterity,Secondary Dexterity,次要·熟练
secondary_encumber,Secondary Encumber,次要·妨害
secondary_enervate,Secondary Enervate,次要·失活
secondary_fortifier,Secondary Fortifier,次要·筑垒
secondary_kinship,Secondary Kinship,次要·手足
secondary_merciless,Secondary Merciless,次要·无情
secondary_outburst,Secondary Outburst,次要·爆发
secondary_shiver,Secondary Shiver,次要·冷颤
secondary_surge,Secondary Surge,次要·激涌
secondary_wind,Secondary Wind,回气再起
section_density,Section Density,截面密度
secura_dual_cestra,Secura Dual Cestra,保障·锡斯特双枪
secura_lecta,Secura Lecta,保障·勒克塔
secura_penta,Secura Penta,保障·潘塔
security_override,Security Override,协议覆盖
seeker,Seeker,弹头导引
seeker_volley,Seeker Volley,追踪齐射
seeking_force,Seeking Force,穿透力
seeking_fury,Seeking Fury,狂暴追猎
seeking_shuriken,Seeking Shuriken,削甲手里剑
seismic_bond,Seismic Bond,震撼连结
seismic_palm,Seismic Palm,震撼冲拳
seismic_wave,Seismic Wave,震波
self_destruct,Self Destruct,自爆
semi_pistol_cannonade,Semi-Pistol Cannonade,半自动手枪炮轰
semi_rifle_cannonade,Semi-Rifle Cannonade,半自动步枪炮轰
shotgun_cannonade,Semi-Shotgun Cannonade,半自动霰弹枪炮轰
sentient_altar_scene,Sentient Altar Scene,Sentient 祭坛场景
sentient_balcony_scene,Sentient Balcony Scene,Sentient 阳台场景
sentient_barrage,Sentient Barrage,Sentient 猛攻
sentient_basin_scene,Sentient Basin Scene,Sentient 盆地场景
sentient_concourse_scene,Sentient Concourse Scene,Sentient 大厅场景
sentient_fountain_scene,Sentient Fountain Scene,Sentient 喷泉场景
sentient_scalpel,Sentient Scalpel,Sentient 解剖刀
sentient_surge,Sentient Surge,Sentient 涌现
seonn,Seonn,精灵鱼
sepsis_claws,Sepsis Claws,脓毒之爪
sequence_burn,Sequence Burn,延烧数列
serrated_edges,Serrated Edges,锯齿边缘
serrated_rounds,Serrated Rounds,锯刃弹头
serration,Serration,膛线
sevagoth_prime_blueprint,Sevagoth Prime Blueprint,Sevagoth Prime 蓝图
sevagoth_prime_chassis_blueprint,Sevagoth Prime Chassis Blueprint,Sevagoth Prime 机体 蓝图
sevagoth_prime_neuroptics_blueprint,Sevagoth Prime Neuroptics Blueprint,Sevagoth Prime 头部神经光元 蓝图
sevagoth_prime_set,Sevagoth Prime Set,Sevagoth Prime 一套
sevagoth_prime_systems_blueprint,Sevagoth Prime Systems Blueprint,Sevagoth Prime 系统 蓝图
shade_prime_blueprint,Shade Prime Blueprint,阴影 Prime 蓝图
shade_prime_carapace,Shade Prime Carapace,阴影 Prime 外壳
shade_prime_cerebrum,Shade Prime Cerebrum,阴影 Prime 头部
shade_prime_set,Shade Prime Set,阴影 Prime 一套
shade_prime_systems,Shade Prime Systems,阴影 Prime 系统
shadow_harvest,Shadow Harvest,暗影收割
shadow_haze,Shadow Haze,暗影迷雾
sharpened_blade,Sharpened Blade,锐利刀刃
sharpened_bullets,Sharpened Bullets,尖锐子弹
sharpened_claws,Sharpened Claws,磨锋之爪
sharpshooter,Sharpshooter,神射手
sharrac,Sharrac,鲨客
shatter_burst,Shatter Burst,碎裂爆破
shattered_storm,Shattered Storm,琉璃风暴
shattering_impact,Shattering Impact,碎裂冲击
shattering_justice,Shattering Justice,破碎正义
shattering_storm,Shattering Storm,云暴山碎
shedu_barrel,Shedu Barrel,舍杜 枪管
shedu_chassis,Shedu Chassis,舍杜 机体
shedu_handle,Shedu Handle,舍杜 握柄
shedu_receiver,Shedu Receiver,舍杜 枪机
shedu_set,Shedu Set,舍杜 一套
sheev_blade,Sheev Blade,希芙 刀刃
sheev_blueprint,Sheev Blueprint,希芙 蓝图
sheev_heatsink,Sheev Heatsink,希芙 散热片
sheev_hilt,Sheev Hilt,希芙 握柄
sheev_set,Sheev Set,希芙 一套
shell_compression,Shell Compression,压缩弹药
shell_rush,Shell Rush,填弹加速
shell_shock,Shell Shock,电冲弹药
shelter,Shelter,庇护
shepherd,Shepherd,牧羊人
shield_charger,Shield Charger,护盾充能
shield_disruption,Shield Disruption,护盾瓦解
shield_of_shadows,Shield Of Shadows,幽影之护
shield_overload,Shield Overload,护盾过载
shimmering_blight,Shimmering Blight,飞光荒疫
shivering_contagion,Shivering Contagion,冷颤触染
shock_absorbers,Shock Absorbers,减震器
shock_collar,Shock Collar,电击项圈
shock_trooper,Shock Trooper,电击奇兵
shocking_claws,Shocking Claws,电击之爪
shocking_speed,Shocking Speed,电击加速
shocking_touch,Shocking Touch,电击触点
shockwave_actuators,Shockwave Actuators,震波驱动器
shotgun_ammo_mutation,Shotgun Ammo Mutation,霰弹枪弹药转换
shotgun_amp,Shotgun Amp,霰弹枪增幅
shotgun_barrage,Shotgun Barrage,霰弹弹幕
shotgun_elementalist,Shotgun Elementalist,霰弹枪元素师
shotgun_riven_mod_(veiled),Shotgun Riven Mod (Veiled),霰弹枪裂罅 Mod （尚未揭开）
shotgun_savvy,Shotgun Savvy,通晓霰弹枪
shotgun_scavenger,Shotgun Scavenger,霰弹枪弹药搜集者
shotgun_vendetta,Shotgun Vendetta,霰弹·仇杀
shrapnel_rounds,Shrapnel Rounds,破片弹头
shrapnel_shot,Shrapnel Shot,破片射击
shred,Shred,撕裂
shred_shot,Shred Shot,撕碎射击
shredder,Shredder,粉碎器
sicarus_prime_barrel,Sicarus Prime Barrel,暗杀者 Prime 枪管
sicarus_prime_blueprint,Sicarus Prime Blueprint,暗杀者 Prime 蓝图
sicarus_prime_receiver,Sicarus Prime Receiver,暗杀者 Prime 枪机
sicarus_prime_set,Sicarus Prime Set,暗杀者 Prime 一套
signal_flare,Signal Flare,信号闪光
silent_battery,Silent Battery,寂静炮组
silva_and_aegis_prime_blade,Silva & Aegis Prime Blade,席瓦 & 神盾 Prime 刀刃
silva_and_aegis_prime_blueprint,Silva & Aegis Prime Blueprint,席瓦 & 神盾 Prime 蓝图
silva_and_aegis_prime_guard,Silva & Aegis Prime Guard,席瓦 & 神盾 Prime 护手
silva_and_aegis_prime_hilt,Silva & Aegis Prime Hilt,席瓦 & 神盾 Prime 握柄
silva_and_aegis_prime_set,Silva & Aegis Prime Set,席瓦 & 神盾 Prime 一套
silver_grove_shrine_scene,Silver Grove Shrine Scene,落银树庭圣所场景
singularity,Singularity,奇异点
sinister_reach,Sinister Reach,凶恶延伸
sinking_talon,Sinking Talon,沉没之爪
skull_shots,Skull Shots,头颅射击
slay_board,Slay Board,斩杀悬浮板
slicing_feathers,Slicing Feathers,割裂羽翼
slip_magazine,Slip Magazine,串联弹匣
sly_devolution,Sly Devolution,狡黠回溯
sly_vulpaphyla_imprint,Sly Vulpaphyla Imprint,狡黠狐帕菲拉 基因印记
smeeta_kavat_imprint,Smeeta Kavat Imprint,笑面型库娃 基因印记
smite_corpus,Smite Corpus,惩击科普斯
smite_grineer,Smite Grineer,惩击克隆尼
smite_infested,Smite Infested,惩击异变体
smite_infusion,Smite Infusion,惩击洗礼
smite_corrupted,Smite Orokin,毁灭 Orokin
smite_the_murmur,Smite The Murmur,毁灭低语者
smoke_shadow,Smoke Shadow,庇护烟幕
smooth_phasmin,Smooth Phasmin,光滑翡斯敏石
snap_shot,Snap Shot,速射
sniper_ammo_mutation,Sniper Ammo Mutation,狙击枪弹药转换
sniper_scavenger,Sniper Scavenger,狙击枪弹药搜集者
snipetron_vandal_barrel,Snipetron Vandal Barrel,狙击特昂·破坏者 枪管
snipetron_vandal_blueprint,Snipetron Vandal Blueprint,狙击特昂·破坏者 蓝图
snipetron_vandal_receiver,Snipetron Vandal Receiver,狙击特昂·破坏者 枪机
snipetron_vandal_set,Snipetron Vandal Set,狙击特昂·破坏者 一套
snipetron_vandal_stock,Snipetron Vandal Stock,狙击特昂·破坏者 枪托
soaring_strike,Soaring Strike,上升打击
soft_hands,Soft Hands,精湛快手
soft_safe,Soft Safe,软件安全
solaris_arm_guards,Solaris Arm Guards,索拉里斯护套
solaris_armor_set,Solaris Armor Set,Solaris Armor Set
solaris_chest_marker,Solaris Chest Marker,索拉里斯胸印
solaris_leg_spurs,Solaris Leg Spurs,索拉里斯腿甲
soma_prime_barrel,Soma Prime Barrel,月神 Prime 枪管
soma_prime_blueprint,Soma Prime Blueprint,月神 Prime 蓝图
soma_prime_receiver,Soma Prime Receiver,月神 Prime 枪机
soma_prime_set,Soma Prime Set,月神 Prime 一套
soma_prime_stock,Soma Prime Stock,月神 Prime 枪托
sonic_boost,Sonic Boost,声波提升
sonic_fracture,Sonic Fracture,破碎声波
soul_survivor,Soul Survivor,幸存生灵
sovereign_outcast,Sovereign Outcast,至尊浪人
spare_parts,Spare Parts,残余
spectra_vandal_barrel,Spectra Vandal Barrel,光谱切割器·破坏者 枪管
spectra_vandal_blueprint,Spectra Vandal Blueprint,光谱切割器·破坏者 蓝图
spectra_vandal_chassis,Spectra Vandal Chassis,光谱切割器·破坏者 机体
spectra_vandal_handle,Spectra Vandal Handle,光谱切割器·破坏者 握柄
spectra_vandal_set,Spectra Vandal Set,光谱切割器·破坏者 一套
spectral_serration,Spectral Serration,幽灵 膛线
spectral_spirit,Spectral Spirit,魅影魂灵
spectrosiphon,Spectrosiphon,光谱虹吸
speed_drift,Speed Drift,速度窜升
speed_trigger,Speed Trigger,灵敏扳机
spellbound_harvest,Spellbound Harvest,迷尘丰益
spinning_needle,Spinning Needle,旋压刺针
spira_prime_blade,Spira Prime Blade,旋刃飞刀 Prime 刀刃
spira_prime_blueprint,Spira Prime Blueprint,旋刃飞刀 Prime 蓝图
spira_prime_pouch,Spira Prime Pouch,旋刃飞刀 Prime 镖袋
spira_prime_set,Spira Prime Set,旋刃飞刀 Prime 一套
split_chamber,Split Chamber,分裂膛室
split_flights,Split Flights,分裂飞行
spoiled_strike,Spoiled Strike,腐坏打击
spontaneous_singularity,Spontaneous Singularity,自激奇点
sporothrix_barrel,Sporothrix Barrel,孢丝感染枪 枪管
sporothrix_blueprint,Sporothrix Blueprint,孢丝感染枪 蓝图
sporothrix_receiver,Sporothrix Receiver,孢丝感染枪 枪机
sporothrix_set,Sporothrix Set,孢丝感染枪 一套
sporothrix_stock,Sporothrix Stock,孢丝感染枪 枪托
spring_loaded_blade,Spring-Loaded Blade,簧压刀刃
spring_loaded_broadhead,Spring-Loaded Broadhead,簧压猎箭
spring_loaded_chamber,Spring-Loaded Chamber,簧压膛室
sprint_boost,Sprint Boost,冲刺提升
spry_sights,Spry Sights,迅敏视觉
squad_renew,Squad Renew,小队治愈
stabilizer,Stabilizer,稳定
staggering_shield,Staggering Shield,失衡护盾
stahlta_barrel,Stahlta Barrel,钢刃步枪 枪管
stahlta_receiver,Stahlta Receiver,钢刃步枪 枪机
stahlta_set,Stahlta Set,钢刃步枪 一套
stahlta_stock,Stahlta Stock,钢刃步枪 枪托
stalk,Stalk,隐密追踪
stalking_fan,Stalking Fan,缠旋风切
stand_ground,Stand Ground,坚守
stand_united,Stand United,团结一致
star_amarast,Star Amarast,星形紫苋石
star_crimzian,Star Crimzian,星形绯红石
star_divide,Star Divide,星辰分裂
stasis_field,Stasis Field,静态力场
static_alacrity,Static Alacrity,活泼静电
static_discharge,Static Discharge,静电释放
steady_hands,Steady Hands,稳定枪手
stealth_drift,Stealth Drift,匿踪窜升
steel_charge,Steel Charge,钢铁充能
steel_fiber,Steel Fiber,钢铁纤维
steel_meridian_augment_mod,Steel Meridian Augment Mod,钢铁防线强化Mod
steel_meridian_combat_emote,Steel Meridian Combat Emote,钢铁防线战斗表情动作
steel_meridian_endurance_emote,Steel Meridian Endurance Emote,钢铁防线耐力表情动作
steel_meridian_gunnery_emote,Steel Meridian Gunnery Emote,钢铁防线枪炮表情动作
steel_meridian_piloting_emote,Steel Meridian Piloting Emote,钢铁防线操纵表情动作
steflos_barrel,Steflos Barrel,石晶之花 枪管
steflos_receiver,Steflos Receiver,石晶之花 枪机
steflos_set,Steflos Set,石晶之花 一套
steflos_stock,Steflos Stock,石晶之花 枪托
stellated_necrathene,Stellated Necrathene,星形殁世烯
stinging_thorn,Stinging Thorn,螫刺狂棘
stinging_truth,Stinging Truth,过激真相
stockpiled_blight,Stockpiled Blight,积存毁坏
stormbringer,Stormbringer,暴风使者
stradavar_prime_barrel,Stradavar Prime Barrel,斯特拉迪瓦 Prime 枪管
stradavar_prime_blueprint,Stradavar Prime Blueprint,斯特拉迪瓦 Prime 蓝图
stradavar_prime_receiver,Stradavar Prime Receiver,斯特拉迪瓦 Prime 枪机
stradavar_prime_set,Stradavar Prime Set,斯特拉迪瓦 Prime 一套
stradavar_prime_stock,Stradavar Prime Stock,斯特拉迪瓦 Prime 枪托
strafing_slide,Strafing Slide,滑行扫射
strain_consume,Strain Consume,菌株 吸收
strain_eruption,Strain Eruption,菌株 爆裂
strain_fever,Strain Fever,菌株 热毒
strain_infection,Strain Infection,菌株 感染
streamline,Streamline,简化
streamlined_form,Streamlined Form,流线外形
stretch,Stretch,延伸
stropha_barrel,Stropha Barrel,诡计之刃 枪管
stropha_blade,Stropha Blade,诡计之刃 刀刃
stropha_receiver,Stropha Receiver,诡计之刃 枪机
stropha_set,Stropha Set,诡计之刃 一套
stropha_stock,Stropha Stock,诡计之刃 枪托
strun_prime_barrel,Strun Prime Barrel,斯特朗 Prime 枪管
strun_prime_blueprint,Strun Prime Blueprint,斯特朗 Prime 蓝图
strun_prime_receiver,Strun Prime Receiver,斯特朗 Prime 枪机
strun_prime_set,Strun Prime Set,斯特朗 Prime 一套
strun_prime_stock,Strun Prime Stock,斯特朗 Prime 枪托
strun_wraith_barrel,Strun Wraith Barrel,斯特朗·亡魂 枪管
strun_wraith_blueprint,Strun Wraith Blueprint,斯特朗·亡魂 蓝图
strun_wraith_receiver,Strun Wraith Receiver,斯特朗·亡魂 枪机
strun_wraith_set,Strun Wraith Set,斯特朗·亡魂 一套
strun_wraith_stock,Strun Wraith Stock,斯特朗·亡魂 枪托
stunning_speed,Stunning Speed,慑人神速
suda_arm_spurs,Suda Arm Spurs,中枢苏达臂甲
suda_armor_set,Suda Armor Set,Suda Armor Set
suda_chest_piece,Suda Chest Piece,中枢苏达胸甲
suda_leg_spurs,Suda Leg Spurs,中枢苏达腿甲
sudas_datascape_scene,Suda's Datascape Scene,苏达数据景观场景
sudden_impact,Sudden Impact,瞬间冲击
sudden_justice,Sudden Justice,骤然正义
summoner’s_wrath,Summoner’s Wrath,召唤师之怒
sundering_strike,Sundering Strike,破甲
sundering_weave,Sundering Weave,分裂编织
sunika_kubrow_imprint,Sunika Kubrow Imprint,猎杀型库狛 基因印记
superior_defenses,Superior Defenses,卓越防御
suppress,Suppress,消音
supra_vandal,Supra Vandal,苏普拉·破坏者
sure_footed,Sure Footed,顶天立地
sure_shot,Sure Shot,准确射手
surging_blades,Surging Blades,涌流之刃
surging_dash,Surging Dash,涌流突进
surplus_diverters,Surplus Diverters,残盾转换
survival_instinct,Survival Instinct,生存本能
sweeping_serration,Sweeping Serration,扫荡锯齿
swift_bite,Swift Bite,迅猛之咬
swift_mercy,Swift Mercy,迅捷怜悯
swift_momentum,Swift Momentum,迅敏动量
swing_line,Swing Line,摆荡钩索
swipe,Swipe,挥击
swirling_tiger,Swirling Tiger,旋风虎击
swooping_falcon,Swooping Falcon,猎鹰俯击
sword_alone,Sword Alone,一剑在手
sybaris_prime_barrel,Sybaris Prime Barrel,席芭莉丝 Prime 枪管
sybaris_prime_blueprint,Sybaris Prime Blueprint,席芭莉丝 Prime 蓝图
sybaris_prime_receiver,Sybaris Prime Receiver,席芭莉丝 Prime 枪机
sybaris_prime_set,Sybaris Prime Set,席芭莉丝 Prime 一套
sybaris_prime_stock,Sybaris Prime Stock,席芭莉丝 Prime 枪托
synathid,Synathid,海龙
synergized_prospectus,Synergized Prospectus,协同招股
synoid_gammacor,Synoid Gammacor,枢议·咖玛腕甲枪
